#Col 1 - KOI
#Col 2 - KIC
#Col 3 - 1==good ephemeris match to TCE ; 2=degraded match to TCE or twice/half ephemeris match, but still acceptable
#Col 4 - Phase of secondary - weak secondary test is still triggering near the primary sometimes; filter on proximity
#Col 5- 2ndary depth [ppm]
#Col 6 - uncertainty in 2ndary depth [ppm]
#Col 7 - MES/significance of secondary
#
KOI,kepid,matchflag,phase,depth,e_depth,mes
2563.02,5175024,1,-0.167521,9.63,6.04,2.11
2564.01,9026749,1,0.489659,40.64,14.02,3.36
2565.01,12216278,1,0.168640,16.72,11.64,0.60
2566.01,9159242,1,-0.123037,8.67,9.52,1.21
2567.01,9842937,1,0.517490,19.88,10.18,2.23
2568.01,6525185,1,0.109629,17.64,21.32,2.46
2569.01,8247770,1,0.544360,26.03,12.79,2.65
2570.01,10812504,1,0.535607,251.20,80.60,3.43
2571.01,6867588,1,-0.176493,0.50,14.76,1.46
2572.01,7501646,1,0.485453,77.92,28.32,1.99
2573.01,8256453,1,0.686921,81.34,22.26,2.55
2574.01,9474493,1,0.219478,7.99,7.46,1.29
2576.01,4551663,1,0.625688,21.53,11.32,3.25
2577.01,12257999,1,0.409280,36.43,26.24,2.77
2578.01,6922203,1,-0.113927,77.63,33.14,3.56
2579.01,9896018,1,-0.185084,17.04,9.67,1.05
2579.02,9896018,1,0.464871,33.15,10.56,2.56
2579.03,9896018,1,0.329937,50.08,16.38,2.33
2580.01,11037511,1,0.284612,56.39,19.49,2.22
2581.01,11818872,1,0.179674,33.30,9.29,3.59
2582.01,11771430,1,0.351364,56.08,15.01,3.57
2583.01,10387742,1,-0.230820,6.61,2.76,3.14
2585.01,7673841,1,0.293602,9.82,4.08,2.03
2585.02,7673841,1,-0.190281,19.91,7.48,3.30
2585.03,7673841,1,0.409516,9.92,4.68,2.25
2586.01,9827149,1,-0.231922,22.64,14.42,1.68
2587.01,5546691,1,0.410231,28.60,12.88,2.10
2588.01,12156347,1,0.635927,83.17,22.61,2.96
2589.01,10468885,1,0.148246,9.25,15.12,1.36
2590.02,12016267,1,-0.080692,10.48,5.25,3.48
2591.01,5513897,1,-0.220718,4.72,5.09,1.84
2592.01,6765135,1,0.251930,158.40,39.73,3.62
2593.01,8212002,1,0.702169,19.69,4.49,4.33
2594.01,8004903,1,0.213642,72.54,29.73,2.36
2595.01,8883329,1,0.312283,14.72,5.66,2.58
2595.02,8883329,1,0.394102,17.71,6.70,2.98
2596.01,3644653,1,-0.180401,1080.90,68.04,16.95
2597.01,12120307,1,-0.026377,8.94,43.62,0.16
2597.02,12120307,1,0.026951,31.75,21.71,1.14
2597.03,12120307,1,-0.035628,21.82,18.20,1.53
2598.01,7446631,1,0.552803,44.08,14.22,2.77
2599.01,10664416,1,-0.315469,68.56,18.43,4.41
2600.01,9777251,1,0.500914,26.50,7.01,3.06
2601.01,7531677,1,0.288331,6.78,3.58,1.16
2602.01,10068659,1,0.707017,60.80,15.66,3.69
2603.01,2443393,1,0.311515,34.84,9.44,4.14
2604.01,9019191,1,0.277429,85.89,32.10,2.73
2605.01,10407221,1,0.725126,31.69,9.03,1.63
2606.01,5991936,1,0.566338,69.06,29.94,2.29
2607.01,5095635,1,0.223670,10.53,4.50,1.65
2608.01,6269070,1,-0.195848,13.26,5.33,2.62
2609.01,6705137,1,0.056575,25.08,12.24,3.12
2610.01,2305866,1,0.168961,29.33,7.21,2.72
2610.02,2305866,1,0.717461,52.89,16.20,2.74
2611.01,8885673,1,0.099189,61.35,16.09,3.03
2612.01,9602613,1,0.250687,4.39,2.34,1.62
2612.02,9602613,1,0.517877,7.69,3.18,2.34
2613.01,9712350,1,0.246013,268.66,70.32,4.05
2614.01,5807769,1,-0.204673,31.52,9.99,1.65
2615.01,8025596,1,0.522710,37.20,16.34,1.27
2617.01,4915638,1,0.577804,55.72,26.22,2.22
2618.01,6351097,1,-0.220296,30.35,12.25,2.73
2619.01,8081905,1,0.721056,65.44,21.67,2.22
2620.01,11465950,1,0.082517,114.21,41.70,3.11
2621.01,9996632,1,0.682963,42.86,17.31,2.06
2622.01,10527135,2,0.486592,112.87,7.28,15.21
2623.01,10916600,1,0.105042,21.13,4.62,3.66
2624.01,8429314,1,-0.077305,174.77,51.47,3.75
2625.01,9153570,1,0.286796,86.53,29.57,2.93
2626.01,11768142,1,0.237384,208.85,76.10,2.69
2627.01,6124512,1,0.571931,16.67,8.92,1.88
2628.01,10070468,1,0.111860,6.41,9.39,1.73
2629.01,10031656,1,0.490040,82.87,18.70,3.44
2631.01,7584650,1,-0.187092,25.72,9.75,3.06
2632.01,11337566,1,0.203525,10.46,3.05,2.54
2633.01,11769801,1,-0.139356,28.47,5.90,3.32
2634.01,1995519,1,0.120239,141.06,45.19,3.15
2635.01,4914566,1,0.109325,12.58,5.70,2.99
2636.01,6198182,1,0.289910,8.69,2.60,3.24
2637.01,9574179,2,0.422818,14.09,8.46,1.74
2638.01,6211812,1,0.426757,22.26,14.68,2.00
2639.01,11391755,2,0.458610,94.03,42.69,2.56
2641.01,8894646,1,-0.180066,8.48,4.19,1.45
2642.01,12061096,1,-0.136764,113.79,37.88,2.91
2643.01,6933567,2,0.410949,38.30,14.33,1.63
2644.01,9993529,1,0.683761,28.35,6.97,2.91
2645.01,11303815,2,-0.106256,-21.92,18.16,0.65
2646.01,6044553,1,0.735709,42.61,7.19,5.01
2647.01,11962284,1,0.419060,45.30,19.39,2.19
2648.01,2573056,1,-0.133548,-3.89,26.29,0.39
2649.01,6842682,1,-0.162011,35.17,13.20,2.78
2650.01,8890150,1,0.573286,189.95,49.14,2.96
2650.02,8890150,1,-0.056703,132.50,33.60,3.73
2651.01,11752908,1,-0.190745,153.19,44.29,3.53
2652.01,4346178,1,0.284619,85.85,26.56,2.90
2653.01,6525193,1,0.411115,20.10,12.55,1.34
2654.01,9664142,1,0.559084,74.67,30.73,2.44
2655.01,10018233,1,0.497948,57.52,24.50,3.26
2656.01,8636539,1,0.400695,31.62,10.20,2.63
2657.01,9283156,1,-0.169888,7.59,3.20,2.22
2658.01,8547429,1,-0.211462,13.25,8.88,1.79
2659.01,8803882,2,-0.010871,121.20,24.03,4.40
2660.01,9893318,1,-0.398475,127.68,33.57,3.55
2662.01,3426367,1,-0.198994,29.18,9.56,3.11
2663.01,7762723,1,0.701025,16.28,5.18,2.63
2664.01,5562090,1,0.171838,165.42,56.31,2.89
2665.01,12110786,1,0.337165,16.59,4.29,3.63
2666.01,5342061,1,0.273582,177.35,45.89,3.47
2667.01,3654095,1,0.721575,13.52,9.38,1.70
2668.01,5513012,1,-0.142603,5.09,8.62,1.97
2669.01,11761199,1,0.543573,8081.53,495.31,103.56
2670.01,8074805,1,0.335366,1197.03,37.18,43.71
2671.01,2437505,1,0.565190,4215.47,470.12,8.96
2672.01,11253827,1,0.172753,43.73,24.61,6.02
2672.02,11253827,1,0.554828,32.64,12.16,3.51
2673.01,10747445,1,0.502021,1720.57,97.58,17.41
2674.01,8022489,1,-0.041382,71.16,26.09,4.67
2674.02,8022489,1,0.479359,16.64,5.81,2.84
2674.03,8022489,1,0.325015,8.34,3.00,1.80
2675.01,5794570,1,0.644310,24.90,5.77,3.61
2675.02,5794570,1,0.179191,6.00,2.45,3.26
2676.01,5649325,1,0.593022,66.52,21.47,3.40
2677.01,9958387,1,0.236716,58.95,18.62,3.35
2678.01,6779260,1,-0.133366,6.07,3.76,2.54
2679.01,6716021,1,0.397638,130.97,62.90,3.85
2680.01,8326342,1,0.729966,56.12,37.05,3.40
2681.01,6878240,1,-0.132256,217.70,92.14,3.31
2681.02,6878240,1,0.538782,186.82,62.02,3.25
2682.01,2436378,1,0.499900,8286.04,1010.20,7.46
2683.01,7899070,1,0.134992,158.70,49.84,3.20
2684.01,4035667,1,0.500233,13.06,2.47,5.79
2685.01,9612825,1,0.497191,487.18,40.77,12.23
2686.01,7826659,1,-0.020979,143.75,45.82,3.23
2687.01,7202957,1,0.249976,2.90,1.16,2.78
2687.02,7202957,1,-0.073388,6.82,2.82,2.38
2688.01,8892303,1,0.430897,200.63,72.89,3.06
2689.01,10265602,1,0.640108,226.97,112.47,3.99
2690.01,5369827,1,0.402194,18.24,6.90,2.92
2691.01,4552729,1,-0.174607,86.68,42.81,3.26
2692.01,2989706,1,0.460815,48.59,13.55,3.34
2693.01,5185897,1,0.127611,9.47,4.37,2.36
2693.02,5185897,1,0.606337,15.66,6.83,2.79
2693.03,5185897,1,0.697455,15.77,5.85,3.44
2694.01,9475552,1,-0.114866,10.17,10.85,1.34
2694.02,9475552,1,0.126599,63.83,20.54,3.36
2695.01,5196864,1,0.147298,63.77,21.39,3.22
2696.01,11071200,1,-0.215866,56.75,21.34,2.72
2696.02,11071200,1,0.035917,63.85,16.27,3.98
2697.01,6627507,1,0.495799,42.34,10.43,4.15
2698.01,5128673,1,-0.248452,104.67,27.33,3.58
2699.01,6690836,1,-0.494397,15.50,6.03,1.79
2700.01,8639908,1,0.113321,21.53,17.27,2.03
2701.01,5481148,1,-0.141327,71.73,43.65,3.85
2702.01,6307063,1,-0.153976,154.44,19.71,9.07
2703.01,5871985,1,0.270744,-92.04,103.79,6.50
2704.01,9730163,1,0.710675,893.74,233.32,3.57
2704.02,9730163,1,0.034558,829.05,363.33,2.24
2705.01,11453592,1,0.602971,33.42,10.44,2.74
2706.01,9697131,1,-0.177616,5.76,2.98,3.07
2707.01,5480640,1,-0.095769,86.80,28.66,2.91
2707.02,5480640,1,0.101518,51.96,16.32,2.59
2707.03,5480640,1,0.193294,89.89,27.60,3.69
2708.01,5175986,1,0.208721,-3.82,33.46,1.25
2709.01,4180401,1,0.621269,302.92,27.74,10.98
2710.01,6350476,1,-0.137106,-1.67,7.17,1.95
2711.01,5272233,1,0.201539,25.24,8.63,2.91
2711.02,5272233,1,0.136294,47.84,11.28,3.19
2712.01,11098013,1,0.742352,18.81,6.65,3.31
2713.01,5443604,1,0.205693,220.51,26.83,9.67
2714.01,12206313,1,0.141589,13.12,5.64,2.20
2714.02,12206313,1,0.538979,30.29,8.58,3.26
2714.03,12206313,1,0.625180,81.43,20.65,3.70
2715.01,9837661,1,0.087520,552.69,134.07,5.49
2715.02,9837661,1,0.286993,209.08,62.43,2.70
2715.03,9837661,1,-0.112526,212.03,83.05,2.29
2716.01,9092504,1,-0.162277,16.14,10.77,0.79
2716.02,9092504,1,0.107391,98.14,30.63,3.24
2717.01,9467404,1,-0.110899,5.69,1.96,2.43
2718.01,5308666,1,0.203151,17.09,3.84,4.95
2719.01,5184911,1,-0.245241,59.24,16.06,3.23
2720.01,8176564,1,0.230097,4.45,1.86,2.27
2721.01,6587105,1,-0.137516,74.77,28.02,3.01
2722.01,7673192,1,0.556292,18.69,5.43,2.88
2722.02,7673192,1,0.065430,38.21,7.95,3.08
2722.03,7673192,1,0.652498,20.05,4.70,3.14
2722.04,7673192,1,0.292415,29.84,7.08,3.39
2722.05,7673192,1,0.707718,45.32,10.17,3.43
2723.01,3346154,1,-0.043209,111.59,38.44,1.76
2724.01,5308387,1,0.380781,0.89,3.39,1.49
2725.01,6233573,1,-0.212776,17.45,3.47,4.80
2726.01,10363281,1,0.508649,7.13,2.47,3.28
2727.01,4861527,1,0.677005,160.13,14.17,12.67
2728.01,4178606,1,0.529911,94.69,26.67,3.35
2729.01,12008872,1,0.363172,29.16,9.89,2.71
2730.01,8415200,1,0.719817,6.46,4.37,1.36
2731.01,4072333,1,-0.062259,83.75,81.01,1.80
2732.01,9886361,1,0.140456,8.34,3.37,2.09
2732.02,9886361,1,0.200890,7.98,4.46,2.73
2732.03,9886361,1,0.506688,37.84,9.42,3.46
2732.04,9886361,1,-0.225187,19.35,6.27,3.61
2733.01,5953297,1,0.577359,34.39,9.31,3.27
2734.01,7659389,1,0.117619,133.95,35.08,3.40
2735.01,9472074,1,0.184533,18.44,14.98,1.49
2736.01,10842192,1,0.182752,156.40,38.85,2.92
2737.01,6614629,1,0.697358,5.53,1.41,4.02
2738.01,6630943,1,-0.131263,0.61,11.47,1.78
2739.01,4831728,1,0.727087,39.43,13.23,2.41
2740.01,3336765,1,0.501394,19.87,3.79,4.55
2741.01,5513893,1,-0.213820,-4.02,2.94,1.12
2742.01,5980208,1,-0.120895,14.56,13.20,1.91
2743.01,8095441,1,0.347695,19.76,11.79,2.36
2744.01,5881813,1,0.094857,150.86,41.11,3.49
2744.02,5881813,1,0.232092,75.13,21.21,3.78
2745.01,12456601,1,-0.093161,39.64,23.83,1.75
2746.01,5302643,1,0.274806,396.69,94.71,4.19
2747.01,6586746,1,0.484912,68.35,19.29,2.99
2748.01,9962455,1,0.623302,23.23,9.37,2.14
2748.02,9962455,1,0.606928,17.25,8.56,2.67
2749.01,8687088,1,0.488969,4.11,1.21,3.66
2750.01,3663173,1,0.137062,515.07,143.59,3.18
2751.01,9881077,1,0.175459,155.31,44.26,3.65
2752.01,5717567,1,0.332594,4.49,1.64,3.35
2753.01,6265792,1,-0.093571,9.80,9.66,1.12
2754.01,10905911,1,0.471229,7.80,2.88,3.46
2755.01,3545135,1,-0.082886,8.05,3.50,2.81
2756.01,6964929,1,0.175432,-10.86,28.70,1.00
2757.01,6432345,1,0.514529,138.57,70.23,3.49
2758.01,8703129,1,0.386262,62.87,49.23,5.57
2759.01,11076400,1,-0.133339,17.27,5.26,2.40
2760.01,7877978,1,0.614858,157.38,39.28,3.30
2761.01,7903086,1,0.137057,45.79,17.52,2.62
2762.01,8210018,1,-0.219297,65.13,87.98,3.10
2763.01,3834322,1,0.169280,0.00,-1.00,0.00
2764.01,10073672,1,-0.277411,46.26,22.61,1.49
2765.01,11188249,1,0.594546,1.52,3.29,1.13
2766.01,4677282,1,0.264273,21.95,5.25,3.82
2767.01,5097470,1,0.227378,-3.01,5.05,0.52
2768.01,9008737,1,0.027475,103.44,24.78,3.43
2768.02,9008737,1,-0.091802,111.40,30.04,3.51
2768.03,9008737,2,0.027475,103.44,24.78,3.43
2769.01,9692128,1,0.351838,5.39,3.73,1.32
2770.01,10917043,1,0.683834,260.86,68.76,4.08
2771.01,11456382,1,-0.122808,10.76,2.20,4.16
2772.01,11966253,1,-0.135982,-10.83,15.73,0.96
2773.01,3130548,1,0.502194,116.48,9.32,11.32
2774.01,9593757,1,0.501363,2192.02,215.74,11.38
2775.01,6346809,1,-0.198235,113.50,31.71,3.23
2776.01,4275117,1,0.742028,9.49,7.05,0.84
2777.01,6545051,1,-0.136519,44.66,31.09,1.19
2778.01,7769819,1,0.324389,45.39,17.90,2.53
2779.01,11874577,1,0.463513,69.94,21.62,3.42
2780.01,12164564,1,0.074586,58.86,19.68,2.38
2781.01,8190354,1,0.495121,12.79,2.41,5.00
2782.01,10275805,1,0.276402,258.68,77.97,3.72
2783.01,5709889,1,-0.172000,-4.59,10.63,1.60
2784.01,3119256,1,-0.191112,7.55,3.66,2.45
2785.01,10001368,1,-0.088562,22.05,8.39,2.29
2786.01,9466429,1,-0.090528,55.21,11.42,4.50
2787.01,4365442,1,0.417158,1.77,2.47,1.59
2788.01,9943435,1,0.486231,31.78,4.40,5.99
2789.01,8885643,1,0.532829,19.34,8.51,2.46
2790.01,5652893,1,0.109880,25.15,7.97,3.25
2791.01,11662184,1,0.725789,48.40,16.36,2.93
2792.01,11127479,1,0.435257,3.82,1.39,3.66
2793.01,9823519,1,0.022933,346.05,103.05,3.66
2793.02,9823519,1,-0.053062,130.73,79.20,2.36
2794.01,5428668,1,0.502025,103.86,13.08,7.11
2795.01,5041569,1,0.349226,27.27,13.05,1.56
2796.01,11246161,1,0.185909,0.00,-1.00,0.00
2797.01,10604521,1,0.161991,0.00,-1.00,0.00
2798.01,6697756,1,-0.102331,7.63,7.59,1.18
2799.01,5649833,1,0.707325,8.09,3.34,3.29
2800.01,10518399,1,0.494793,34.37,5.32,5.77
2801.01,5905822,1,0.642486,3.64,1.78,2.05
2802.01,5775129,1,0.310750,17.34,12.26,1.79
2803.01,9898447,1,0.246409,6.04,2.06,3.03
2804.01,5307568,1,0.476821,30.32,6.87,3.28
2805.01,11135308,1,0.338369,2.37,2.38,0.80
2806.01,7047824,1,0.479970,105.23,37.78,2.97
2807.01,2985587,1,-0.049989,20.38,7.67,2.87
2808.01,3730335,1,0.533412,10.65,2.50,3.66
2809.01,7428316,2,0.501734,102.12,15.00,6.34
2810.01,10275766,1,-0.497423,9.86,6.67,0.35
2811.01,6370120,1,0.558213,24.82,10.11,2.21
2812.01,2442448,1,0.609194,78.53,20.05,3.16
2813.01,11197853,1,0.646542,4.61,5.19,0.75
2814.01,4479633,2,0.500075,71.37,5.29,13.10
2815.01,9665922,1,0.506373,2.82,2.64,0.95
2816.01,11283615,1,0.462842,55.17,14.83,3.52
2817.01,7605093,1,0.157728,44.40,31.27,1.62
2818.01,4952341,2,0.503423,66.11,8.19,7.31
2819.01,4270565,1,-0.487222,98.30,19.00,4.60
2820.01,11963206,1,0.214623,24.00,12.77,1.43
2821.01,4249611,1,-0.163392,151.56,128.05,6.03
2822.01,8263545,1,0.178068,67.41,22.01,3.08
2823.01,10341917,1,-0.452913,18.84,10.39,0.75
2824.01,3241604,1,0.508321,85.88,14.95,5.73
2825.01,9591070,1,0.143131,0.93,5.06,0.78
2826.01,8227661,2,-0.498992,286.41,23.48,12.21
2827.01,7428736,1,0.419578,53.18,12.48,3.63
2828.01,6436029,1,0.228960,191.60,73.30,3.48
2828.02,6436029,1,-0.166593,483.53,167.83,3.60
2829.01,6197215,1,0.709682,11.71,6.18,3.34
2830.01,9244508,1,0.100731,54.32,17.08,2.57
2831.01,9692557,1,0.502677,14.64,1.97,6.67
2832.01,9995402,1,-0.125273,18.23,6.49,1.70
2833.01,9109857,1,-0.141263,9.39,2.59,3.09
2834.01,5609593,1,0.174123,224.19,80.00,2.50
2835.01,5436338,1,-0.217440,91.69,32.61,2.73
2836.01,11414465,1,0.619365,44.45,14.94,2.44
2837.01,11565924,1,0.484125,29.09,9.04,3.59
2838.01,6607357,1,0.681550,9.00,4.51,2.24
2838.02,6607357,1,0.316706,8.55,3.72,2.61
2839.01,6186964,1,0.163140,54.21,26.76,1.95
2840.01,6467363,1,0.061455,-0.17,10.17,1.29
2840.02,6467363,1,-0.064030,15.09,6.91,1.39
2841.01,8758204,1,0.158279,232.58,67.50,3.45
2842.01,8733898,1,0.375161,103.11,45.38,2.50
2842.02,8733898,1,0.469152,263.25,90.12,2.91
2842.03,8733898,1,-0.181147,118.31,66.41,1.75
2844.01,4858610,1,0.619754,25.43,10.91,1.81
2845.01,10591855,1,0.603532,24.58,12.10,1.70
2846.01,4832175,1,0.252564,33.20,12.08,2.41
2847.01,12935144,1,0.582121,39.01,16.82,1.67
2848.01,7749773,1,0.722352,11.31,4.33,2.52
2849.01,10064256,1,0.364580,25.97,9.72,2.27
2850.01,4075015,1,0.500126,49.87,10.86,4.21
2851.01,6697605,1,-0.187283,65.43,20.83,3.43
2851.02,6697605,1,0.431168,22.40,13.21,2.40
2852.01,6294819,1,0.148005,0.00,-1.00,0.00
2853.01,12602314,1,-0.059968,2.98,43.13,1.54
2854.01,5513866,1,-0.231754,4.82,3.02,1.40
2855.01,4547603,1,0.626896,11.30,5.97,1.23
2856.01,5688910,1,-0.207442,82.83,41.70,2.79
2857.01,6345732,1,0.660134,31.36,11.35,2.92
2857.02,6345732,1,0.657671,20.65,7.00,2.44
2858.01,6185496,2,0.499608,222.66,13.24,16.23
2859.01,10397751,1,0.308313,17.93,5.77,3.07
2859.02,10397751,1,0.422393,10.53,4.69,2.34
2859.03,10397751,1,0.256236,20.06,6.90,2.73
2859.04,10397751,1,0.222308,13.77,5.96,2.04
2860.01,6606438,1,0.253571,61.07,85.19,4.10
2861.01,7815931,1,-0.212397,37.92,9.99,3.23
2862.01,6679295,1,0.194301,141.05,66.17,3.03
2863.01,3241557,1,0.498542,25.40,4.20,5.34
2864.01,3957082,1,0.441229,4.69,2.80,2.24
2865.01,8681833,1,0.092130,10.87,24.47,2.05
2866.01,4138951,1,0.154890,9.39,4.45,1.71
2867.01,9899181,1,0.449800,2.93,1.32,3.10
2867.02,9899181,1,0.100345,2.51,4.10,3.99
2868.01,8884274,1,-0.082724,141.17,50.00,2.00
2869.01,7767162,1,-0.237326,15.06,6.20,2.34
2870.01,4861791,1,0.501521,113.89,25.79,3.66
2871.01,10793172,1,0.255841,30.43,12.52,2.92
2871.02,10793172,1,0.321607,20.65,9.01,1.94
2871.03,10793172,1,0.670386,26.66,12.45,1.93
2872.01,7136729,1,-0.144438,19.01,7.23,2.24
2873.01,6364276,1,0.125999,-16.28,13.57,0.59
2874.01,9149789,2,0.500865,101.57,5.30,17.00
2875.01,12170648,2,0.499495,138.12,6.43,20.03
2876.01,4367854,1,-0.107472,38.20,20.24,2.62
2877.01,7019524,1,0.606112,19.06,8.79,2.41
2878.01,5106313,1,-0.303629,33.85,11.82,2.63
2879.01,7051984,2,0.497687,28.64,1.61,19.12
2880.01,9825174,1,0.548711,12.54,9.08,1.44
2881.01,7812455,2,0.577565,26.86,5.38,4.19
2882.01,5642620,1,0.611384,509.06,141.24,4.14
2882.02,5642620,2,0.490865,203.77,17.01,12.26
2883.01,5209845,1,-0.233973,151.05,57.50,3.11
2884.01,9652649,1,0.090311,-1.23,9.74,0.80
2885.01,11100670,1,0.397557,185.01,19.09,10.09
2886.01,6129524,1,-0.099224,72.00,40.20,1.78
2887.01,3859363,1,0.498064,49.70,10.76,4.01
2888.01,12023078,1,0.488726,17.15,2.59,6.90
2889.01,6364162,1,0.492294,13.28,6.91,1.96
2890.01,7463685,1,-0.043954,18.71,15.12,1.68
2891.01,10068024,1,0.497376,20.49,3.73,4.92
2892.01,9636563,1,0.496019,58.36,14.84,3.30
2893.01,9520443,2,0.416605,308.14,449.63,1.97
2894.01,6937402,1,0.359216,25.20,17.04,1.02
2895.01,5475641,1,0.216914,37.17,8.80,4.37
2896.01,2853828,1,0.188522,5.89,1.45,4.08
2897.01,5817986,1,-0.358330,3.05,8.08,0.56
2898.01,11129258,1,0.651492,185.90,47.56,3.91
2899.01,4939533,1,0.219487,52.56,23.42,1.95
2900.01,4846856,1,-0.061099,156.26,50.31,3.45
2901.01,9366886,1,0.513014,42.86,7.48,5.45
2903.01,3657176,1,-0.180623,81.53,27.83,3.03
2904.01,3969687,1,0.375165,7.99,6.05,1.43
2905.01,9369366,1,0.310025,41.11,9.02,3.99
2906.01,6716545,1,0.612163,10.66,6.96,1.96
2906.02,6716545,1,0.746858,22.03,38.75,4.10
2907.01,2708885,1,0.101721,-26.64,89.06,0.15
2908.01,6612284,1,0.665418,24.88,13.13,1.67
2909.01,7461307,1,0.499091,17.41,4.20,4.33
2910.01,4483138,1,0.433379,121.75,36.48,3.23
2911.01,5471202,1,0.379473,244.10,13.80,16.11
2912.01,9640439,1,0.502562,24.03,7.47,2.46
2913.01,9693006,1,0.350496,5.73,2.58,1.77
2914.01,6837283,1,-0.216259,15.20,9.24,1.81
2915.01,5613821,1,-0.235875,12.80,4.29,2.34
2916.01,7269881,2,0.503970,54.94,3.72,14.60
2917.01,3228945,1,0.486961,43.55,7.12,4.72
2918.01,7008149,1,0.200028,24.23,25.08,0.92
2919.01,10332213,1,0.335719,24.96,9.39,2.34
2920.01,7090524,1,0.517419,35.04,9.93,2.85
2921.01,6842807,1,0.284385,165.54,33.15,3.71
2922.01,4381282,1,-0.169570,-18.59,45.62,1.72
2923.01,9815053,1,-0.018197,23.31,15.88,1.96
2924.01,7609553,1,-0.393452,22.21,8.46,2.63
2925.01,6974658,1,0.135200,15.65,11.45,1.94
2926.01,10122538,1,0.669495,223.10,93.50,2.74
2926.02,10122538,1,-0.212730,163.95,74.50,2.63
2926.03,10122538,1,0.205778,409.70,128.14,3.44
2926.04,10122538,1,0.104251,318.20,153.42,5.35
2927.01,5787131,1,0.189545,143.79,38.54,3.09
2928.01,3230753,1,0.327108,74.32,16.27,3.92
2929.01,8358012,1,-0.494114,154.40,21.40,7.46
2930.01,4664046,1,-0.481286,46.25,10.55,3.00
2931.01,8611257,1,-0.386980,160.43,38.24,3.69
2932.01,3861611,1,0.081184,93.61,36.58,2.27
2933.01,12416987,1,-0.123645,410.25,124.91,2.91
2934.01,10964265,1,-0.137257,64.70,35.42,3.02
2935.01,8259713,1,-0.170589,32.01,13.74,2.46
2936.01,10880507,1,0.557459,22.78,11.76,1.80
2941.01,9532424,1,0.739645,16.46,9.89,1.93
2942.01,4385148,1,-0.065441,150.20,39.08,3.37
2942.02,4385148,1,-0.141409,137.75,51.43,2.59
2943.01,9838468,1,-0.219572,32.03,13.83,2.53
2944.01,6781548,1,-0.341235,542.60,44.82,14.27
2945.01,8617363,1,-0.398127,125.05,56.47,2.88
2946.01,9642292,1,0.461985,57.72,26.75,1.73
2948.01,6356692,1,0.459485,6.46,3.60,2.55
2949.01,6026737,1,0.375539,12.17,4.53,2.04
2949.02,6026737,1,-0.113324,7.54,3.91,1.91
2950.01,6028860,2,0.510939,16.24,4.30,4.62
2951.01,4991208,1,0.337619,13.54,5.37,2.99
2952.01,8243283,1,-0.097696,16.63,12.95,2.87
2953.01,6778019,2,-0.497793,68.82,5.14,12.05
2954.01,4571536,2,0.498732,75.55,12.50,6.02
2955.01,5108946,1,0.163841,11.90,24.58,0.90
2956.01,8801316,1,0.078068,14.56,4.25,2.96
2957.01,10904004,1,-0.115495,32.95,9.92,2.93
2958.01,10597693,1,-0.051071,66.73,23.44,2.73
2959.01,7466270,1,0.471326,117.90,50.48,2.45
2960.01,10876237,2,0.507349,24.82,4.25,5.64
2961.01,10471515,1,-0.460728,11.72,2.82,3.60
2962.01,4935172,1,-0.071908,-1.88,10.30,2.16
2963.01,8760040,1,-0.096445,47.44,12.53,2.67
2963.02,8760040,1,-0.241836,24.13,9.78,2.54
2964.01,10098844,1,0.087134,45.09,15.59,2.77
2965.01,8429415,1,0.423005,-0.33,2.00,0.42
2966.01,5014903,1,0.490465,145.33,26.29,4.95
2967.01,5980783,1,0.277715,95.29,35.19,3.23
2968.01,8873090,1,0.379944,7.07,3.04,3.54
2969.01,8560804,1,0.524267,66.77,6.22,10.22
2970.01,5450893,1,-0.048041,10.25,4.08,2.42
2971.01,4770174,1,0.684914,13.20,4.62,2.22
2972.01,8949925,1,0.172707,52.36,19.78,2.01
2972.02,8949925,1,-0.208696,116.92,27.98,3.40
2973.01,5091016,1,0.500287,85.60,13.27,5.32
2974.01,3336283,1,-0.222269,6.77,3.58,1.56
2975.01,6948480,1,0.135232,449.66,96.25,5.61
2976.01,6438099,1,0.124491,267.10,67.63,3.83
2977.01,11090556,1,0.359107,9.26,3.55,1.87
2977.02,11090556,1,0.418061,7.09,4.79,2.07
2978.01,10686814,1,0.497955,75.97,18.71,3.57
2979.01,2720514,1,0.203579,5.07,3.09,1.73
2980.01,9468551,1,0.078825,39.42,18.85,1.45
2981.01,9076971,1,0.319262,65.37,27.72,2.62
2982.01,8360640,1,-0.445955,26.19,10.32,2.15
2983.01,5695904,2,0.501353,151.95,8.97,15.22
2984.01,7918652,1,-0.076105,10.24,5.43,2.50
2985.01,8847111,1,0.381380,7.88,4.85,1.33
2986.01,4568298,1,0.172204,41.75,50.94,0.48
2987.01,4374339,1,0.191833,5.43,2.83,1.88
2989.01,6636320,1,0.266542,54.51,22.37,2.05
2990.01,5520547,1,0.563372,39.96,12.94,1.89
2991.01,4848424,1,-0.101763,9.91,14.43,1.68
2992.01,8509442,1,0.414236,63.96,103.80,4.04
2993.01,11304987,2,-0.244340,39.16,10.42,3.68
2994.01,11244137,1,0.371728,9.30,4.85,1.47
2995.01,3848275,1,0.038022,0.00,-1.00,0.00
2996.01,12021625,1,0.131422,141.17,44.23,3.30
2997.01,9777256,1,0.500913,9.45,7.49,0.81
2998.01,4175630,1,0.563440,215.12,70.91,3.00
